0,0,800,1920,580,-0.15,0,0
0,0,-25000,10,51100,-0.1,0,0
0,1910,-25000,10,51100,-0.1,0,0
0,0,-25100,1920,1000,-0.1,0,0
0,100,400,1400,40,-0.15,0,0
0,300,700,100,50,-0.15,0,0
0,500,550,50,300,-0.15,0,0
0,550,650,10,210,-0.15,0,0
0,950,700,350,100,0.0,0,0
0,1280,400,70,250,-0.15,0,0
0,1350,680,400,120,0.0,0,0
0,1750,600,160,200,0.0,0,0
0,1750,350,160,20,-0.15,0,0
0,1680,200,20,20,-0.15,0,0
0,1750,100,160,20,-0.15,0,0
0,1500,0,150,20,-0.15,0,0
0,1600,500,50,20,-0.15,0,0
0,1300,300,100,100,-0.15,0,0
0,1200,200,40,20,-0.15,0,0
0,1100,100,100,300,-0.15,0,0
0,1050,250,50,150,-0.15,0,0
0,100,200,200,20,-0.2,0,0
0,100,50,100,20,-0.15,0,0
0,200,-100,100,20,-0.15,0,0
0,400,-100,100,20,-0.15,0,0
0,550,-200,50,20,-0.15,0,0
0,700,-350,100,20,-0.15,0,0
0,1125,-500,20,150,-0.15,0,0
0,1125,-270,225,20,-0.15,0,0
0,1250,-400,50,20,-0.15,0,0
0,1250,-550,50,20,-0.15,0,0
0,1500,-350,50,10,-0.15,0,0
0,1700,-400,20,10,-0.15,0,0
0,1800,-550,120,10,-0.15,0,0
0,1900,-600,10,50,-0.15,0,0
0,1800,-750,50,20,-0.15,0,0
0,1600,-900,100,20,-0.15,0,0
0,1400,-900,100,20,-0.15,0,0
0,1200,-1000,100,20,-0.15,0,0
0,980,-900,20,300,-0.15,0,0
0,950,-1120,30,20,-0.15,0,0
0,980,-1500,20,400,-0.15,0,0
0,100,-600,300,20,-0.15,0,0
0,450,-600,200,20,-0.15,0,0
0,750,-600,250,20,-0.15,0,0
0,700,-1010,170,20,-0.15,0,0
0,750,-900,100,50,-0.15,0,0
0,800,-700,100,100,-0.15,0,0
0,650,-750,100,20,-0.15,0,0
0,400,-1200,300,250,-0.15,0,0
0,200,-700,50,100,-0.15,0,0
0,400,-850,100,100,-0.15,0,0
0,100,-800,25,25,-0.15,0,0
0,0,-850,50,100,-0.15,0,0
0,200,-950,100,20,-0.15,0,0
0,380,-1100,20,20,-0.15,0,0
0,800,-1300,100,20,-0.15,0,0
0,600,-1400,100,20,0.0,0,0
0,0,-1350,100,50,-0.15,0,0
0,200,-1350,100,50,-0.15,0,0
0,800,-1500,200,40,-0.15,0,0
0,550,-1500,50,20,-0.15,0,0
0,350,-1550,50,20,-0.15,0,0
0,300,-1450,50,20,-0.15,0,0
0,0,-1600,200,20,-0.15,0,0
0,350,-1700,60,20,-0.15,0,0
0,500,-1800,200,20,-0.15,0,0
0,1700,-1500,210,20,-0.15,0,0
0,1700,-1650,100,20,-0.15,0,0
0,1700,-1800,50,20,-0.15,0,0
0,1400,-1900,200,20,-0.15,0,0
0,1050,-2000,200,20,-0.15,0,0
0,800,-2000,100,20,0.0,0,0
0,500,-2100,100,20,0.0,0,0
0,200,-2200,100,20,0.0,0,0
0,550,-2300,100,20,0.0,0,0
0,900,-2400,100,20,0.0,0,0
0,1200,-2500,100,20,0.0,0,0
0,1550,-2650,200,20,-0.15,0,0
0,0,-2800,200,20,-0.15,0,0
0,400,-2800,200,20,-0.15,0,0
0,850,-2800,300,20,-0.15,0,0
0,1550,-2800,360,20,-0.15,0,0
0,1400,-2900,50,20,-0.15,0,0
0,1300,-2900,50,20,-0.15,0,0
0,400,-3000,800,20,0.0,0,0
0,380,-3100,20,120,-0.15,0,0
0,380,-3300,20,161,-0.15,0,0
0,0,-3050,150,20,-0.15,0,0
0,280,-3050,100,20,-0.15,0,0
0,100,-3200,100,20,0.0,0,0
0,350,-3300,100,20,-0.15,0,0
0,450,-3300,600,20,0.0,0,0
0,1000,-3400,100,20,-0.15,0,0
0,1000,-3500,20,100,-0.15,0,0
0,1200,-3550,20,250,-0.15,0,0
0,1200,-3700,20,75,-0.15,0,0
0,1700,-3400,150,20,-0.15,0,0
0,1700,-3550,150,20,-0.15,0,0
0,1700,-3700,150,20,-0.15,0,0
0,1400,-3800,200,20,0.0,0,0
0,1000,-3900,200,20,0.0,0,0
0,110,-3900,180,20,0.0,0,0
0,100,-3800,100,20,0.0,0,0
0,200,-3800,20,20,-0.3,0,0
0,50,-4000,20,20,-0.15,0,0
0,10,-4150,20,20,-0.15,0,0
0,100,-4250,20,20,-0.15,0,0
0,150,-4400,20,20,-0.15,0,0
0,250,-4550,20,20,-0.15,0,0
0,400,-4400,20,20,-0.15,0,0
0,550,-4400,20,20,-0.15,0,0
0,700,-4550,20,20,-0.15,0,0
0,800,-4700,20,20,-0.15,0,0
0,1300,-4700,200,20,-0.25,0,0
0,1750,-4850,20,20,-0.15,0,0
0,1600,-4970,20,20,-0.15,0,0
0,1400,-4850,20,20,-0.15,0,0
0,1250,-4900,20,20,-0.15,0,0
0,1350,-5050,20,20,-0.15,0,0
0,200,-4850,20,20,-0.15,0,0
0,400,-4700,20,20,-0.15,0,0
0,350,-4800,20,20,-0.15,0,0
0,600,-4100,20,20,-0.15,0,0
0,1500,-4150,20,20,-0.15,0,0
0,1650,-4750,20,20,-0.15,0,0
0,1750,-4300,20,20,-0.15,0,0
0,1500,-4450,20,20,-0.15,0,0
0,1600,-4600,20,20,-0.15,0,0
0,250,-4750,20,20,-0.15,0,0
0,600,-4200,20,20,-0.15,0,0
0,500,-4250,20,20,-0.15,0,0
0,350,-3800,20,20,-0.15,0,0
0,1150,-5100,150,40,-0.15,0,0
0,1450,-5100,200,40,-0.15,0,0
0,1700,-5100,150,40,-0.15,0,0
0,1890,-6500,20,1400,-0.15,0,0
0,600,-5100,150,40,-0.15,0,0
0,300,-5100,200,40,-0.15,0,0
0,0,-5100,100,40,-0.15,0,0
0,1450,-5400,150,150,-0.15,0,0
0,1750,-5250,100,20,-0.15,0,0
0,1750,-5550,20,300,-0.15,0,0
0,1770,-5400,20,20,-0.15,0,0
0,1650,-5600,50,20,-0.15,0,0
0,1350,-5500,50,20,-0.15,0,0
0,1150,-5400,20,200,-0.15,0,0
0,730,-5400,20,300,-0.15,0,0
0,550,-5300,50,20,-0.15,0,0
0,500,-5450,20,20,-0.15,0,0
0,300,-5500,40,20,-0.15,0,0
0,100,-5600,50,20,-0.15,0,0
0,50,-5250,50,20,-0.15,0,0
0,200,-5400,50,20,-0.15,0,0
0,600,-5200,50,20,-0.15,0,0
0,100,-5700,50,20,-0.15,0,0
0,150,-5800,20,120,-0.15,0,0
0,0,-5850,40,20,-0.15,0,0
0,100,-6000,20,20,-0.15,0,0
0,175,-6100,100,20,-0.15,0,0
0,400,-6000,100,20,-0.15,0,0
0,600,-6100,20,40,0.0,0,0
0,650,-6200,20,40,0.0,0,0
0,700,-6300,50,20,-0.15,0,0
0,730,-6300,20,700,-0.15,0,0
0,250,-6200,20,20,-0.15,0,0
0,200,-6300,20,20,-0.15,0,0
0,100,-6400,20,20,-0.15,0,0
0,200,-6500,20,20,-0.15,0,0
0,300,-6600,100,20,-0.15,0,0
0,500,-6700,50,20,-0.15,0,0
0,650,-6800,50,20,-0.15,0,0
0,730,-6800,20,400,-0.15,0,0
0,1150,-6000,20,500,-0.15,0,0
0,1150,-6000,100,20,-0.15,0,0
0,1450,-5800,20,100,-0.15,0,0
0,1500,-5900,100,20,-0.15,0,0
0,1700,-6000,100,20,-0.15,0,0
0,1800,-6150,50,20,-0.15,0,0
0,1150,-6500,20,400,-0.15,0,0
0,1170,-6400,40,20,-0.15,0,0
0,1250,-6600,100,100,-0.15,0,0
0,1450,-6400,100,20,-0.15,0,0
0,1650,-6550,50,20,-0.15,0,0
0,1750,-6700,20,40,-0.15,0,0
0,1850,-6850,20,40,-0.15,0,0
0,1500,-6900,100,20,-0.15,0,0
0,1150,-11000,20,4400,-0.15,0,0
0,730,-11000,20,4100,-0.15,0,0
0,700,-7000,20,40,-0.15,0,0
0,600,-6900,20,40,-0.15,0,0
0,450,-7100,200,20,-0.15,0,0
0,300,-7150,20,40,-0.15,0,0
0,0,-7250,200,20,-0.15,0,0
0,250,-7400,20,40,0.0,0,0
0,300,-7500,200,20,-0.15,0,0
0,600,-7650,150,20,-0.15,0,0
0,500,-7800,20,40,0.0,0,0
0,400,-7900,100,20,-0.15,0,0
0,0,-8000,100,20,-0.15,0,0
0,200,-8100,50,20,-0.15,0,0
0,350,-8200,50,20,-0.15,0,0
0,150,-8300,50,20,-0.15,0,0
0,300,-8450,50,20,-0.15,0,0
0,450,-8600,50,20,-0.15,0,0
0,600,-8750,20,40,0.0,0,0
0,700,-8850,20,40,0.0,0,0
0,600,-9000,20,40,0.0,0,0
0,600,-9100,20,40,0.0,0,0
0,600,-9200,20,40,0.0,0,0
0,200,-8900,20,40,0.0,0,0
0,200,-9000,20,40,0.0,0,0
0,200,-9100,20,40,0.0,0,0
0,350,-9200,20,40,0.0,0,0
0,500,-9300,20,40,0.0,0,0
0,600,-9400,20,40,0.0,0,0
0,500,-9500,20,40,0.0,0,0
0,450,-9650,20,40,0.0,0,0
0,550,-9800,20,40,0.0,0,0
0,600,-9950,20,40,0.0,0,0
0,700,-10100,20,40,0.0,0,0
0,600,-10200,20,40,0.0,0,0
0,550,-10300,20,40,0.0,0,0
0,400,-10400,20,40,0.0,0,0
0,250,-10500,20,40,0.0,0,0
0,100,-10600,20,40,0.0,0,0
0,200,-10750,20,40,0.0,0,0
0,300,-10900,20,40,0.0,0,0
0,400,-11000,200,40,0.0,0,0
0,1750,-7000,20,40,-0.15,0,0
0,1600,-7000,20,40,-0.15,0,0
0,1400,-7000,20,40,-0.15,0,0
0,1300,-7100,20,40,-0.15,0,0
0,1400,-7200,20,40,-0.15,0,0
0,1300,-7300,20,40,-0.15,0,0
0,1200,-7400,20,40,-0.15,0,0
0,1250,-7550,20,40,-0.15,0,0
0,1300,-7700,20,40,-0.15,0,0
0,1400,-7850,20,40,-0.15,0,0
0,1450,-8000,20,40,-0.15,0,0
0,1550,-8100,20,40,-0.15,0,0
0,1600,-8200,20,40,-0.15,0,0
0,1600,-8350,20,40,-0.15,0,0
0,1500,-8500,20,40,-0.15,0,0
0,1450,-8650,20,40,-0.15,0,0
0,1550,-8800,20,40,-0.15,0,0
0,1400,-8900,20,40,-0.15,0,0
0,1300,-9000,20,40,-0.15,0,0
0,1200,-9100,20,40,-0.15,0,0
0,1250,-9200,20,40,-0.15,0,0
0,1300,-9300,20,40,-0.15,0,0
0,1400,-9400,20,40,-0.15,0,0
0,1500,-9500,20,40,-0.15,0,0
0,1600,-9600,20,40,-0.15,0,0
0,1700,-9700,20,40,-0.15,0,0
0,1800,-9800,20,40,-0.15,0,0
0,1700,-9900,20,40,-0.15,0,0
0,1500,-9800,20,40,-0.15,0,0
0,1400,-9900,20,40,-0.15,0,0
0,1500,-10000,20,40,-0.15,0,0
0,1500,-10100,20,40,-0.15,0,0
0,1600,-10200,20,40,-0.15,0,0
